actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-12-23T01:10:20.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-23T01:10:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-12-23T01:10:22.6Z,1,REGULAR,jumpball,recovered,[],1631110,,,1610612759,0,0,2022-12-23T01:10:22Z,40000,False,,,0,,Jump Ball J. Poeltl vs. J. Valanciunas: Tip to J. Sochan,"[1631110, 1627751, 202685]",1610612759.0,SAS,startperiod,J. Sochan,1631110.0,Sochan,J. Sochan,Poeltl,1627751.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-12-23T01:10:35.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,19.004599211563733,49.26470588235294,1610612759,0,0,2022-12-23T01:10:40Z,70000,False,4.0,126.0,1,left,MISS J. Poeltl 12' Hook,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,12.62,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2022-12-23T01:10:37.7Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,0,2022-12-23T01:10:40Z,80000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M22.00S,2022-12-23T01:10:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,86.5473061760841,50.0,1610612740,0,0,2022-12-23T01:11:03Z,90000,False,0.0,74.0,1,right,MISS C. McCollum 7' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,7.4,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2022-12-23T01:10:59.5Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,0,0,2022-12-23T01:10:59Z,100000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M16.00S,2022-12-23T01:11:03.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630200,16.245072273324574,50.49019607843137,1610612759,0,2,2022-12-23T01:11:51Z,110000,False,-2.0,100.0,1,left,T. Jones 10' pullup Jump Shot (2 PTS),[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,10.02,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M59.00S,2022-12-23T01:11:20.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,86.5473061760841,52.94117647058824,1610612740,0,2,2022-12-23T01:11:23Z,120000,False,15.0,74.0,1,right,MISS H. Jones 7' pullup Shot,[1630529],1610612740.0,NOP,pullup,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,7.54,Missed,,,,,,,,,,,,,,,,,,
13,PT10M57.00S,2022-12-23T01:11:22.9Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,0,2,2022-12-23T01:11:23Z,130000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M40.00S,2022-12-23T01:11:39.8Z,1,REGULAR,2pt,Jump Shot,[],1630200,5.732588699080158,75.0,1610612759,0,2,2022-12-23T01:13:39Z,140000,False,-125.0,1.0,1,left,MISS T. Jones 12' step back Shot,[1630200],1610612759.0,SAS,step back,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,12.5,Missed,,,,,,,,,,,,,,,,,,
15,PT10M33.00S,2022-12-23T01:11:46.8Z,1,REGULAR,rebound,offensive,[],1629641,,,1610612759,0,2,2022-12-23T01:11:48Z,150000,False,,,0,,R. Langford REBOUND (Off:1 Def:0),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Mid-Range,8-16 Left,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT10M30.00S,2022-12-23T01:11:58.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630170,6.783837056504599,51.470588235294116,1610612759,0,2,2022-12-23T01:12:05Z,170000,False,-7.0,11.0,1,left,MISS D. Vassell Layup,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
18,PT10M28.00S,2022-12-23T01:12:00.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,0,2,2022-12-23T01:12:00Z,180000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,17.0,,,,,,,,,,,,,,,,,
20,PT10M21.00S,2022-12-23T01:12:06.3Z,1,REGULAR,3pt,Jump Shot,[],203468,92.9862023653088,96.07843137254902,1610612740,3,2,2022-12-23T01:12:12Z,200000,False,230.0,13.0,1,right,C. McCollum 3PT  (3 PTS) (H. Jones 1 AST),"[203468, 1630529]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,23.08,Made,,,,,3.0,H. Jones,1630529.0,1.0,,,,,,,,,,
22,PT10M04.00S,2022-12-23T01:12:23.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630170,6.258212877792378,52.450980392156865,1610612759,3,2,2022-12-23T01:12:32Z,220000,False,-12.0,6.0,1,left,MISS D. Vassell cutting DUNK - blocked,"[1630170, 1630529]",1610612759.0,SAS,cutting,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,Jones,1630529.0,,,,,,,,
23,PT10M04.00S,2022-12-23T01:12:23.7Z,1,REGULAR,block,,[],1630529,,,1610612759,3,2,2022-12-23T01:12:26Z,230000,False,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M04.00S,2022-12-23T01:12:23.7Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,3,2,2022-12-23T01:12:32Z,240000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M57.00S,2022-12-23T01:12:30.2Z,1,REGULAR,3pt,Jump Shot,[],202685,73.80091984231275,83.33333333333334,1610612740,3,2,2022-12-23T01:12:41Z,250000,False,167.0,194.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
26,PT09M51.00S,2022-12-23T01:12:36.2Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,3,2,2022-12-23T01:19:31Z,260000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M45.00S,2022-12-23T01:12:42.0Z,1,REGULAR,turnover,bad pass,[],1630170,,,1610612759,3,2,2022-12-23T01:12:50Z,290000,False,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 1630530]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Murphy III,1630530.0,,,,,
30,PT09M45.00S,2022-12-23T01:12:42.0Z,1,REGULAR,steal,,[],1630530,,,1610612740,3,2,2022-12-23T01:12:45Z,300000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
32,PT09M34.00S,2022-12-23T01:13:13.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203468,77.61169513797634,67.8921568627451,1610612740,3,2,2022-12-23T01:13:20Z,320000,False,89.0,158.0,1,right,MISS C. McCollum 18' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,18.16,Missed,,,,,,,,,,,,,,,,,,
33,PT09M28.00S,2022-12-23T01:13:19.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,3,2,2022-12-23T01:13:20Z,330000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Right Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M20.00S,2022-12-23T01:13:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.521024967148489,43.872549019607845,1610612759,3,2,2022-12-23T01:13:33Z,340000,False,31.0,9.0,1,left,MISS J. Poeltl driving Layup,[1627751],1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,,
35,PT09M18.00S,2022-12-23T01:13:29.8Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,3,2,2022-12-23T01:13:33Z,350000,False,,,0,,J. Sochan REBOUND (Off:1 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,,
36,PT09M17.00S,2022-12-23T01:13:30.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631110,5.863994743758213,52.69607843137255,1610612759,3,2,2022-12-23T01:13:36Z,360000,False,-13.0,3.0,1,left,MISS J. Sochan putback Layup,[1631110],1610612759.0,SAS,putback,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,,,,,,
37,PT09M16.00S,2022-12-23T01:13:32.3Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,3,2,2022-12-23T01:13:32Z,370000,False,,,0,,J. Sochan REBOUND (Off:2 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,36.0,3.0,1.0,2.0,,,,,,,,,,,,,,
38,PT09M14.00S,2022-12-23T01:13:34.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,26.49474375821288,79.16666666666666,1610612759,3,2,2022-12-23T01:13:39Z,380000,False,-146.0,197.0,1,left,MISS D. Vassell 24' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,24.48,Missed,,,,,,,,,,,,,,,,,,
39,PT09M10.00S,2022-12-23T01:13:38.2Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,3,2,2022-12-23T01:13:39Z,390000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT09M04.00S,2022-12-23T01:13:44.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630230,89.83245729303549,3.6764705882352944,1610612740,6,2,2022-12-23T01:13:50Z,400000,False,-232.0,43.0,1,right,N. Marshall 3PT  (3 PTS) (C. McCollum 1 AST),"[1630230, 203468]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,23.56,Made,,,,,3.0,C. McCollum,203468.0,1.0,,,,,,,,,,
42,PT08M43.00S,2022-12-23T01:14:04.9Z,1,REGULAR,2pt,Jump Shot,[],1630170,11.514454664914586,19.607843137254903,1610612759,6,2,2022-12-23T01:14:08Z,420000,False,152.0,56.0,1,left,MISS D. Vassell 16' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right,16.19,Missed,,,,,,,,,,,,,,,,,,
43,PT08M40.00S,2022-12-23T01:14:07.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,6,2,2022-12-23T01:14:08Z,430000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Right,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT08M32.00S,2022-12-23T01:14:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,94.1688567674113,53.18627450980392,1610612740,6,2,2022-12-23T01:14:27Z,440000,False,16.0,2.0,1,right,MISS C. McCollum driving finger roll Layup,[203468],1610612740.0,NOP,driving finger roll,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
45,PT08M30.00S,2022-12-23T01:14:17.4Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,6,2,2022-12-23T01:14:27Z,450000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,44.0,3.0,2.0,1.0,,,,,,,,,,,,,,
46,PT08M30.00S,2022-12-23T01:14:17.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202685,94.40999984741211,50.0,1610612740,6,2,2022-12-23T01:15:13Z,460000,False,0.0,0.0,1,right,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
47,PT08M29.00S,2022-12-23T01:14:18.7Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612759,6,2,2022-12-23T01:15:13Z,470000,False,,,0,,R. Langford REBOUND (Off:1 Def:1),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,,
48,PT08M28.00S,2022-12-23T01:14:23.6Z,1,REGULAR,turnover,out-of-bounds,[],1629641,,,1610612759,6,2,2022-12-23T01:14:33Z,480000,False,,,0,,R. Langford bad pass out-of-bounds TURNOVER (1 TO),[1629641],1610612759.0,SAS,bad pass,,,Langford,R. Langford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,,,1628171.0,,,,
49,PT08M20.00S,2022-12-23T01:14:48.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630530,78.53153745072274,47.30392156862745,1610612740,6,2,2022-12-23T01:14:58Z,490000,False,-13.0,149.0,1,right,MISS T. Murphy III 14' step back Shot,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Center,14.99,Missed,,,,,,,,,,,,,,,,,,
50,PT08M19.00S,2022-12-23T01:14:49.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,6,2,2022-12-23T01:14:58Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,8-16 Center,,,49.0,,,,,,,,,,,,,,,,,
51,PT08M19.00S,2022-12-23T01:14:55.3Z,1,REGULAR,foul,personal,[],1627751,,,1610612740,6,2,2022-12-23T01:14:59Z,510000,False,,,0,,J. Poeltl loose ball personal FOUL (1 PF),"[1627751, 202685]",1610612759.0,SAS,loose ball,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Valanciunas,202685.0
53,PT08M11.00S,2022-12-23T01:15:20.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630530,72.09264126149803,14.950980392156863,1610612740,6,2,2022-12-23T01:15:25Z,530000,False,-175.0,210.0,1,right,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,27.33,Missed,,,,,,,,,,,,,,,,,,
54,PT08M09.00S,2022-12-23T01:15:22.9Z,1,REGULAR,rebound,offensive,[],1630230,,,1610612740,6,2,2022-12-23T01:15:25Z,540000,False,,,0,,N. Marshall REBOUND (Off:1 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,53.0,2.0,1.0,1.0,,,,,,,,,,,,,,
55,PT08M07.00S,2022-12-23T01:15:25.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203468,66.17936925098554,48.529411764705884,1610612740,9,2,2022-12-23T01:15:30Z,550000,False,-7.0,265.0,1,right,C. McCollum 26' 3PT  (6 PTS) (N. Marshall 1 AST),"[203468, 1630230]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,26.55,Made,,,,,6.0,N. Marshall,1630230.0,1.0,,,,,,,,,,
57,PT07M56.00S,2022-12-23T01:15:38.9Z,1,REGULAR,foul,offensive,[],1627751,,,1610612759,9,2,2022-12-23T01:15:55Z,570000,False,,,0,,J. Poeltl charge offensive FOUL (2 PF),"[1627751, 1630529]",1610612759.0,SAS,charge,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Jones,1630529.0
59,PT07M56.00S,2022-12-23T01:15:38.9Z,1,REGULAR,turnover,offensive foul,[],1627751,,,1610612759,9,2,2022-12-23T01:15:38Z,590000,False,,,0,,J. Poeltl offensive foul TURNOVER (1 TO),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,,,200832.0,,,,
60,PT07M56.00S,2022-12-23T01:15:51.8Z,1,REGULAR,substitution,out,[],1627751,,,1610612740,9,2,2022-12-23T01:15:58Z,600000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M56.00S,2022-12-23T01:15:51.8Z,1,REGULAR,substitution,in,[],1628380,,,1610612740,9,2,2022-12-23T01:15:58Z,610000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M48.00S,2022-12-23T01:16:07.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203468,78.13731931668858,92.8921568627451,1610612740,12,2,2022-12-23T01:16:11Z,620000,False,214.0,153.0,1,right,C. McCollum 26' 3PT  (9 PTS) (T. Murphy III 1 AST),"[203468, 1630530]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.35,Made,,,,,9.0,T. Murphy III,1630530.0,1.0,,,,,,,,,,
64,PT07M46.00S,2022-12-23T01:16:17.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,12,2,2022-12-23T01:16:17Z,640000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M30.00S,2022-12-23T01:19:26.5Z,1,REGULAR,3pt,Jump Shot,[],1630200,14.011169513797633,97.05882352941177,1610612759,12,2,2022-12-23T01:19:41Z,650000,False,-235.0,79.0,1,left,MISS T. Jones 24' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,24.83,Missed,,,,,,,,,,,,,,,,,,
66,PT07M27.00S,2022-12-23T01:19:29.9Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,12,2,2022-12-23T01:19:29Z,660000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,,
67,PT07M22.00S,2022-12-23T01:19:34.8Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612740,12,2,2022-12-23T01:19:43Z,670000,False,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 1630170]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Vassell,1630170.0,,,,,
68,PT07M22.00S,2022-12-23T01:19:34.8Z,1,REGULAR,steal,,[],1630170,,,1610612759,12,2,2022-12-23T01:19:37Z,680000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT07M16.00S,2022-12-23T01:19:39.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,5.995400788436268,45.588235294117645,1610612759,12,4,2022-12-23T01:19:50Z,690000,False,22.0,4.0,1,left,T. Jones running Layup (4 PTS) (D. Vassell 1 AST),"[1630200, 1630170]",1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,4.0,D. Vassell,1630170.0,1.0,,,,,,,,,,
71,PT06M47.00S,2022-12-23T01:20:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,92.59198423127464,53.92156862745098,1610612740,12,4,2022-12-23T01:27:46Z,710000,False,20.0,17.0,1,right,MISS J. Valanciunas Layup,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
72,PT06M45.00S,2022-12-23T01:20:10.4Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,12,4,2022-12-23T01:27:46Z,720000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,71.0,4.0,2.0,2.0,,,,,,,,,,,,,,
230,PT06M44.00S,2022-12-23T01:20:13.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,91.80354796320631,51.225490196078425,1610612740,12,4,2022-12-23T01:43:47Z,725000,False,6.0,25.0,1,right,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
231,PT06M43.00S,2022-12-23T01:20:14.1Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,12,4,2022-12-23T01:43:47Z,727500,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,230.0,5.0,2.0,3.0,,,,,,,,,,,,,,
73,PT06M41.00S,2022-12-23T01:20:17.8Z,1,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,12,4,2022-12-23T01:20:23Z,730000,False,,,0,,H. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,bad pass,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,1628171.0,,,,
74,PT06M41.00S,2022-12-23T01:20:20.9Z,1,REGULAR,substitution,out,[],202685,,,1610612759,12,4,2022-12-23T01:20:35Z,740000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M41.00S,2022-12-23T01:20:20.9Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,12,4,2022-12-23T01:20:35Z,750000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M41.00S,2022-12-23T01:20:20.9Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,12,4,2022-12-23T01:20:35Z,760000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M41.00S,2022-12-23T01:20:20.9Z,1,REGULAR,substitution,in,[],1626195,,,1610612759,12,4,2022-12-23T01:20:35Z,770000,False,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M41.00S,2022-12-23T01:20:20.9Z,1,REGULAR,substitution,in,[],203926,,,1610612759,12,4,2022-12-23T01:20:35Z,780000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
