actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
457,PT03M34.00S,2025-03-16T18:37:39.9Z,3,REGULAR,rebound,defensive,[],1631108,,,1610612742,81,87,2025-03-16T18:37:39Z,4570000,False,,,0,,M. Christie REBOUND (Off:0 Def:6),[1631108],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,,,Christie,M. Christie,,,,,,456.0,6.0,6.0,0.0,,,,,,,,,
458,PT03M20.00S,2025-03-16T18:37:53.7Z,3,REGULAR,3pt,Jump Shot,[],1630314,17.95335085413929,95.34313725490196,1610612742,81,87,2025-03-16T18:37:59Z,4580000,False,-227.0,116.0,1,left,MISS B. Williams 25' 3PT,[1630314],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Williams,B. Williams,,,Missed,,25.48,,,,,,,,,,,,,
459,PT03M17.00S,2025-03-16T18:37:56.7Z,3,REGULAR,rebound,defensive,[],1641720,,,1610612755,81,87,2025-03-16T18:37:59Z,4590000,False,,,0,,J. Hood-Schifino REBOUND (Off:0 Def:2),[1641720],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Hood-Schifino,J. Hood-Schifino,,,,,,458.0,2.0,2.0,0.0,,,,,,,,,
460,PT03M08.00S,2025-03-16T18:38:06.2Z,3,REGULAR,2pt,Jump Shot,[],1629656,91.5407358738502,82.59803921568627,1610612755,81,87,2025-03-16T18:38:29Z,4600000,False,163.0,27.0,1,right,MISS Q. Grimes 16' step back Shot,[1629656],1610612755.0,PHI,step back,,,,,,Mid-Range,16-24 Right,,,,Grimes,Q. Grimes,,,Missed,,16.52,,,,,,,,,,,,,
461,PT03M04.00S,2025-03-16T18:38:10.2Z,3,REGULAR,rebound,offensive,[],1630288,,,1610612755,81,87,2025-03-16T18:38:12Z,4610000,False,,,0,,J. Dowtin Jr. REBOUND (Off:1 Def:0),[1630288],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,460.0,1.0,0.0,1.0,,,,,,,,,
462,PT03M04.00S,2025-03-16T18:38:10.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630288,94.40999984741211,50.0,1610612755,81,89,2025-03-16T18:38:15Z,4620000,False,0.0,0.0,1,right,J. Dowtin Jr. tip Layup (8 PTS),[1630288],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,,,,Dowtin Jr.,J. Dowtin Jr.,,,Made,8.0,0.0,,,,,,,,,,,,,
463,PT02M43.00S,2025-03-16T18:38:31.4Z,3,REGULAR,3pt,Jump Shot,[],1631108,19.004599211563733,93.13725490196079,1610612742,84,89,2025-03-16T18:38:35Z,4630000,False,-216.0,126.0,1,left,M. Christie 24' 3PT  (14 PTS) (S. Dinwiddie 4 AST),"[1631108, 203915]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Christie,M. Christie,,,Made,14.0,24.99,,,,,S. Dinwiddie,203915.0,4.0,,,,,,
465,PT02M27.00S,2025-03-16T18:38:47.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629656,89.83245729303549,45.588235294117645,1610612755,84,91,2025-03-16T18:38:51Z,4650000,False,-22.0,43.0,1,right,Q. Grimes driving floating Jump Shot (20 PTS),[1629656],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Grimes,Q. Grimes,,,Made,20.0,4.84,,,,,,,,,,,,,
466,PT02M18.00S,2025-03-16T18:38:56.8Z,3,REGULAR,turnover,lost ball,[],1631108,,,1610612742,84,91,2025-03-16T18:39:39Z,4660000,False,,,0,,M. Christie lost ball TURNOVER (3 TO),[1631108],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Christie,M. Christie,,,,,,,,,,,,,,,3.0,,,
468,PT02M18.00S,2025-03-16T18:39:06.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631108,,,1610612755,84,91,2025-03-16T18:39:44Z,4680000,False,,,0,,M. Christie loose ball personal FOUL (1 PF) (Grimes 2 FT),"[1631108, 1629656]",1610612742.0,DAL,loose ball,,,,,,Above the Break 3,24+ Left Center,202056.0,1.0,0.0,Christie,M. Christie,Grimes,1629656.0,,,,,,,,,,,,,,,,
470,PT02M18.00S,2025-03-16T18:39:31.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,84,91,2025-03-16T18:39:31Z,4700000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M18.00S,2025-03-16T18:39:47.5Z,3,REGULAR,substitution,out,[],1630314,,,1610612755,84,91,2025-03-16T18:41:59Z,4710000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,,,,,,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,
472,PT02M18.00S,2025-03-16T18:39:47.5Z,3,REGULAR,substitution,in,[],1629023,,,1610612755,84,91,2025-03-16T18:41:59Z,4720000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,
473,PT02M18.00S,2025-03-16T18:42:15.7Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629656,,,1610612755,84,91,2025-03-16T18:43:03Z,4730000,False,,,0,,MISS Q. Grimes Free Throw 1 of 2,[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,Missed,,,,,,,,,,,,,,,
474,PT02M18.00S,2025-03-16T18:42:15.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,84,91,2025-03-16T18:43:03Z,4740000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,473.0,,,,,,,,,,,,
475,PT02M18.00S,2025-03-16T18:42:15.7Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629656,,,1610612755,84,92,2025-03-16T18:43:03Z,4750000,False,,,0,,Q. Grimes Free Throw 2 of 2 (21 PTS),[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,Made,21.0,,,,,,,,,,,,,,
476,PT02M02.00S,2025-03-16T18:42:47.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,10.5946123521682,50.49019607843137,1610612742,84,92,2025-03-16T18:42:52Z,4760000,False,-2.0,47.0,1,left,MISS S. Dinwiddie driving floating Shot,[203915],1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Dinwiddie,S. Dinwiddie,,,Missed,,4.72,,,,,,,,,,,,,
477,PT02M00.00S,2025-03-16T18:42:49.8Z,3,REGULAR,rebound,defensive,[],1630288,,,1610612755,84,92,2025-03-16T18:42:52Z,4770000,False,,,0,,J. Dowtin Jr. REBOUND (Off:1 Def:1),[1630288],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,476.0,2.0,1.0,1.0,,,,,,,,,
478,PT01M39.00S,2025-03-16T18:43:13.6Z,3,REGULAR,2pt,Jump Shot,[],1629656,88.30486202365309,68.65042892156863,1610612755,84,94,2025-03-16T18:43:51Z,4780000,False,93.0,57.0,1,right,Q. Grimes 10' driving floating bank Jump Shot (23 PTS),[1629656],1610612755.0,PHI,driving floating bank,,,,,,Mid-Range,8-16 Right,,,,Grimes,Q. Grimes,,,Made,23.0,10.95,,,,,,,,,,,,,
479,PT01M39.00S,2025-03-16T18:43:16.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630556,,,1610612755,84,94,2025-03-16T18:43:43Z,4790000,False,,,0,,K. Edwards shooting personal FOUL (4 PF) (Grimes 1 FT),"[1630556, 1629656]",1610612742.0,DAL,shooting,,,,,,Mid-Range,8-16 Right,2530.0,4.0,0.0,Edwards,K. Edwards,Grimes,1629656.0,,,,,,,,,,,,,,,,
481,PT01M39.00S,2025-03-16T18:43:21.5Z,3,REGULAR,substitution,out,[],1630556,,,1610612755,84,94,2025-03-16T18:43:43Z,4810000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
482,PT01M39.00S,2025-03-16T18:43:21.5Z,3,REGULAR,substitution,out,[],1629052,,,1610612755,84,94,2025-03-16T18:43:43Z,4820000,False,,,0,,SUB out: O. Brissett,[1629052],1610612755.0,PHI,,,,,,,,,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,
483,PT01M39.00S,2025-03-16T18:43:21.5Z,3,REGULAR,substitution,in,[],1630314,,,1610612755,84,94,2025-03-16T18:43:43Z,4830000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,,,,,,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,
484,PT01M39.00S,2025-03-16T18:43:21.5Z,3,REGULAR,substitution,in,[],1629643,,,1610612755,84,94,2025-03-16T18:43:43Z,4840000,False,,,0,,SUB in: C. Okeke,[1629643],1610612755.0,PHI,,,,,,,,,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,
485,PT01M39.00S,2025-03-16T18:43:49.9Z,3,REGULAR,freethrow,1 of 1,[],1629656,,,1610612755,84,94,2025-03-16T18:43:53Z,4850000,False,,,0,,MISS Q. Grimes Free Throw 1 of 1,[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,Missed,,,,,,,,,,,,,,,
486,PT01M37.00S,2025-03-16T18:43:51.9Z,3,REGULAR,rebound,defensive,[],1631108,,,1610612742,84,94,2025-03-16T18:43:53Z,4860000,False,,,0,,M. Christie REBOUND (Off:0 Def:7),[1631108],1610612742.0,DAL,,,,,,,,,,,,Christie,M. Christie,,,,,,485.0,7.0,7.0,0.0,,,,,,,,,
487,PT01M30.00S,2025-03-16T18:43:59.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630314,12.828515111695138,53.92156862745098,1610612742,84,94,2025-03-16T18:44:28Z,4870000,False,-20.0,68.0,1,left,MISS B. Williams 7' driving floating Shot - blocked,"[1630314, 1641720]",1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Williams,B. Williams,,,Missed,,7.09,,,,,,,,Hood-Schifino,1641720.0,,,,
488,PT01M30.00S,2025-03-16T18:43:59.2Z,3,REGULAR,block,,[],1641720,,,1610612742,84,94,2025-03-16T18:44:01Z,4880000,False,,,0,,J. Hood-Schifino BLOCK (1 BLK),[1641720],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hood-Schifino,J. Hood-Schifino,,,,,,,,,,,,,,,,,,
494,PT01M30.00S,2025-03-16T18:43:59.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,84,94,2025-03-16T18:45:03Z,4885000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,487.0,,,,,,,,,,,,
489,PT01M30.00S,2025-03-16T18:44:11.0Z,3,REGULAR,substitution,out,[],1629656,,,1610612742,84,94,2025-03-16T18:44:13Z,4890000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
490,PT01M30.00S,2025-03-16T18:44:11.0Z,3,REGULAR,substitution,in,[],1629052,,,1610612742,84,94,2025-03-16T18:44:13Z,4900000,False,,,0,,SUB in: O. Brissett,[1629052],1610612755.0,PHI,,,,,,,,,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,
491,PT01M30.00S,2025-03-16T18:44:24.4Z,3,REGULAR,jumpball,recovered,[],1629023,,,1610612742,84,94,2025-03-16T18:44:38Z,4910000,False,,,0,,Jump Ball B. Williams vs. J. Hood-Schifino: Tip to P. Washington,"[1629023, 1630314, 1641720]",1610612742.0,DAL,heldball,P. Washington,Williams,1630314.0,Hood-Schifino,1641720.0,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,1629023.0
495,PT01M15.00S,2025-03-16T18:44:38.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630230,9.149145860709593,68.38235294117648,1610612742,84,94,2025-03-16T18:45:35Z,4940000,False,-92.0,34.0,1,left,MISS N. Marshall 9' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,,,,Mid-Range,8-16 Left,,,,Marshall,N. Marshall,,,Missed,,9.78,,,,,,,,,,,,,
496,PT01M11.00S,2025-03-16T18:44:42.0Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612755,84,94,2025-03-16T18:44:43Z,4950000,False,,,0,,C. Okeke REBOUND (Off:1 Def:3),[1629643],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,,Okeke,C. Okeke,,,,,,495.0,4.0,3.0,1.0,,,,,,,,,
497,PT01M03.00S,2025-03-16T18:44:49.0Z,3,REGULAR,3pt,Jump Shot,[],1629052,92.85479632063075,97.30392156862744,1610612755,84,94,2025-03-16T18:44:55Z,4960000,False,237.0,15.0,1,right,MISS O. Brissett 3PT,[1629052],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,,Brissett,O. Brissett,,,Missed,,23.7,,,,,,,,,,,,,
498,PT01M00.00S,2025-03-16T18:44:52.0Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,84,94,2025-03-16T18:44:55Z,4970000,False,,,0,,P. Washington REBOUND (Off:2 Def:8),[1629023],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,,,Washington,P. Washington,,,,,,497.0,10.0,8.0,2.0,,,,,,,,,
499,PT00M51.50S,2025-03-16T18:45:01.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642024,,,1610612742,84,94,2025-03-16T18:45:16Z,4980000,False,,,0,,A. Reese shooting personal FOUL (2 PF) (Christie 2 FT),"[1642024, 1631108]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,202056.0,2.0,0.0,Reese,A. Reese,Christie,1631108.0,,,,,,,,,,,,,,,,
501,PT00M51.50S,2025-03-16T18:45:26.8Z,3,REGULAR,freethrow,1 of 2,[],1631108,,,1610612742,85,94,2025-03-16T18:45:26Z,5000000,False,,,0,,M. Christie Free Throw 1 of 2 (15 PTS),[1631108],1610612742.0,DAL,,,,,,,,,,,,Christie,M. Christie,,,Made,15.0,,,,,,,,,,,,,,
502,PT00M51.50S,2025-03-16T18:45:42.6Z,3,REGULAR,freethrow,2 of 2,[],1631108,,,1610612742,86,94,2025-03-16T18:45:42Z,5010000,False,,,0,,M. Christie Free Throw 2 of 2 (16 PTS),[1631108],1610612742.0,DAL,,,,,,,,,,,,Christie,M. Christie,,,Made,16.0,,,,,,,,,,,,,,
503,PT00M35.60S,2025-03-16T18:46:04.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630288,93.24901445466492,55.63725490196079,1610612755,86,96,2025-03-16T18:46:08Z,5020000,False,28.0,11.0,1,right,J. Dowtin Jr. driving Layup (10 PTS),[1630288],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,,Dowtin Jr.,J. Dowtin Jr.,,,Made,10.0,3.03,,,,,,,,,,,,,
504,PT00M29.50S,2025-03-16T18:46:17.6Z,3,REGULAR,3pt,Jump Shot,[],1630230,18.084756898817346,5.147058823529411,1610612742,86,96,2025-03-16T18:46:25Z,5030000,False,224.0,117.0,1,left,MISS N. Marshall 25' 3PT,[1630230],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Marshall,N. Marshall,,,Missed,,25.32,,,,,,,,,,,,,
505,PT00M27.70S,2025-03-16T18:46:19.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,86,96,2025-03-16T18:46:25Z,5040000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,504.0,,,,,,,,,,,,
507,PT00M06.00S,2025-03-16T18:46:54.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630288,91.40932982917214,46.81372549019608,1610612755,86,96,2025-03-16T18:46:59Z,5060000,False,-16.0,28.0,1,right,MISS J. Dowtin Jr. driving Layup,[1630288],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,,Dowtin Jr.,J. Dowtin Jr.,,,Missed,,3.25,,,,,,,,,,,,,
508,PT00M03.90S,2025-03-16T18:46:56.9Z,3,REGULAR,rebound,offensive,[],1629052,,,1610612755,86,96,2025-03-16T18:46:59Z,5070000,False,,,0,,O. Brissett REBOUND (Off:2 Def:1),[1629052],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Brissett,O. Brissett,,,,,,507.0,3.0,1.0,2.0,,,,,,,,,
509,PT00M03.90S,2025-03-16T18:46:59.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629052,94.40999984741211,50.0,1610612755,86,98,2025-03-16T18:47:02Z,5080000,False,0.0,0.0,1,right,O. Brissett putback Layup (9 PTS),[1629052],1610612755.0,PHI,putback,,,,,,Restricted Area,0-8 Center,,,,Brissett,O. Brissett,,,Made,9.0,0.0,,,,,,,,,,,,,
510,PT00M00.40S,2025-03-16T18:47:03.5Z,3,REGULAR,3pt,Jump Shot,[],1630230,38.4526938239159,19.11764705882353,1610612742,86,98,2025-03-16T18:48:18Z,5090000,False,154.0,309.0,1,left,MISS N. Marshall 34' floating 3PT,[1630230],1610612742.0,DAL,floating,,,,,,Above the Break 3,24+ Right Center,,,,Marshall,N. Marshall,,,Missed,,34.54,,,,,,,,,,,,,
511,PT00M00.40S,2025-03-16T18:47:03.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,86,98,2025-03-16T18:47:11Z,5100000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,510.0,,,,,,,,,,,,
512,PT00M00.00S,2025-03-16T18:47:08.6Z,3,REGULAR,period,end,[],0,,,1610612742,86,98,2025-03-16T18:47:08Z,5110000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2025-03-16T18:48:48.7Z,4,REGULAR,substitution,out,['startperiod'],1631108,,,1610612742,86,98,2025-03-16T18:49:35Z,5120000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,,,,,,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2025-03-16T18:48:48.7Z,4,REGULAR,substitution,out,['startperiod'],1630230,,,1610612742,86,98,2025-03-16T18:49:35Z,5130000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2025-03-16T18:48:48.7Z,4,REGULAR,substitution,in,['startperiod'],1630556,,,1610612742,86,98,2025-03-16T18:49:35Z,5140000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2025-03-16T18:48:48.7Z,4,REGULAR,substitution,in,['startperiod'],202691,,,1610612742,86,98,2025-03-16T18:49:35Z,5150000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2025-03-16T18:49:45.7Z,4,REGULAR,period,start,[],0,,,1610612742,86,98,2025-03-16T18:49:45Z,5160000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT11M42.00S,2025-03-16T18:50:03.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,11.514454664914586,50.49019607843137,1610612742,88,98,2025-03-16T18:50:21Z,5170000,False,-2.0,56.0,1,left,S. Dinwiddie driving floating Jump Shot (8 PTS) (B. Williams 2 AST),"[203915, 1630314]",1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Dinwiddie,S. Dinwiddie,,,Made,8.0,5.58,,,,,B. Williams,1630314.0,2.0,,,,,,
520,PT11M42.00S,2025-03-16T18:50:05.9Z,4,REGULAR,foul,personal,['1freethrow'],1641720,,,1610612742,88,98,2025-03-16T18:50:15Z,5190000,False,,,0,,J. Hood-Schifino shooting personal FOUL (1 PF) (Dinwiddie 1 FT),"[1641720, 203915]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,202056.0,1.0,0.0,Hood-Schifino,J. Hood-Schifino,Dinwiddie,203915.0,,,,,,,,,,,,,,,,
522,PT11M42.00S,2025-03-16T18:50:23.6Z,4,REGULAR,freethrow,1 of 1,[],203915,,,1610612742,89,98,2025-03-16T18:50:23Z,5210000,False,,,0,,S. Dinwiddie Free Throw 1 of 1 (9 PTS),[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,Made,9.0,,,,,,,,,,,,,,
523,PT11M20.00S,2025-03-16T18:50:47.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,90.62089356110381,60.049019607843135,1610612755,89,100,2025-03-16T18:50:52Z,5220000,False,50.0,36.0,1,right,O. Brissett 6' driving Layup (11 PTS),[1629052],1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Brissett,O. Brissett,,,Made,11.0,6.16,,,,,,,,,,,,,
524,PT11M03.00S,2025-03-16T18:51:04.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,7.835085413929041,46.32352941176471,1610612742,89,100,2025-03-16T18:51:13Z,5230000,False,18.0,21.0,1,left,MISS P. Washington driving Layup,[1629023],1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,Missed,,2.8,,,,,,,,,,,,,
525,PT10M59.00S,2025-03-16T18:51:08.2Z,4,REGULAR,rebound,offensive,[],1630314,,,1610612742,89,100,2025-03-16T18:51:08Z,5240000,False,,,0,,B. Williams REBOUND (Off:1 Def:0),[1630314],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Williams,B. Williams,,,,,,524.0,1.0,0.0,1.0,,,,,,,,,
526,PT10M50.00S,2025-03-16T18:51:17.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630556,6.915243101182654,51.470588235294116,1610612742,91,100,2025-03-16T18:51:20Z,5250000,False,-7.0,13.0,1,left,K. Edwards driving reverse Layup (2 PTS) (S. Dinwiddie 5 AST),"[1630556, 203915]",1610612742.0,DAL,driving reverse,,,,,,Restricted Area,0-8 Center,,,,Edwards,K. Edwards,,,Made,2.0,1.45,,,,,S. Dinwiddie,203915.0,5.0,,,,,,
528,PT10M50.00S,2025-03-16T18:51:22.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,91,100,2025-03-16T18:51:22Z,5270000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M28.00S,2025-03-16T18:54:39.7Z,4,REGULAR,2pt,Jump Shot,[],1641720,76.69185282522996,47.05882352941176,1610612755,91,102,2025-03-16T18:54:45Z,5280000,False,-15.0,167.0,1,right,J. Hood-Schifino 16' pullup Jump Shot (14 PTS) (C. Okeke 1 AST),"[1641720, 1629643]",1610612755.0,PHI,pullup,,,,,,Mid-Range,16-24 Center,,,,Hood-Schifino,J. Hood-Schifino,,,Made,14.0,16.72,,,,,C. Okeke,1629643.0,1.0,,,,,,
531,PT10M09.00S,2025-03-16T18:54:59.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,8.886333771353483,52.94117647058824,1610612742,91,102,2025-03-16T18:55:05Z,5300000,False,-15.0,31.0,1,left,MISS S. Dinwiddie turnaround Shot,[203915],1610612742.0,DAL,turnaround,,,,,,Restricted Area,0-8 Center,,,,Dinwiddie,S. Dinwiddie,,,Missed,,3.43,,,,,,,,,,,,,
