actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-04-08T23:36:30.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-08T23:36:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-04-08T23:36:33.1Z,1,REGULAR,jumpball,recovered,[],1628384,,,1610612752,0,0,2025-04-08T23:36:33Z,40000,False,,,0,,Jump Ball K. Towns vs. K. Porziņģis: Tip to O. Anunoby,"[1628384, 1626157, 204001]",1610612752.0,NYK,startperiod,O. Anunoby,1628384.0,Anunoby,O. Anunoby,Towns,1626157.0,Porziņģis,204001.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M48.00S,2025-04-08T23:36:58.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,82.60512483574244,46.568627450980394,1610612752,0,0,2025-04-08T23:37:02Z,80000,False,-17.0,111.0,1,right,MISS M. Bridges 11' step back Shot,[1628969],1610612752.0,NYK,step back,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,11.23,Missed,,,,,,,,,,,,,,,,,,
9,PT11M45.00S,2025-04-08T23:37:01.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,0,2025-04-08T23:37:02Z,90000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M33.00S,2025-04-08T23:37:12.2Z,1,REGULAR,2pt,Jump Shot,[],1627759,7.178055190538765,75.98039215686273,1610612738,0,0,2025-04-08T23:37:55Z,100000,False,-130.0,15.0,1,left,MISS J. Brown 13' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,13.08,Missed,,,,,,,,,,,,,,,,,,
11,PT11M31.00S,2025-04-08T23:37:14.2Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,0,0,2025-04-08T23:37:16Z,110000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M10.00S,2025-04-08T23:37:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.3646517739816,49.26470588235294,1610612752,2,0,2025-04-08T23:37:53Z,130000,False,-4.0,85.0,1,right,J. Brunson 8' driving floating Jump Shot (2 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.52,Made,,,,,2.0,,,,,,,,,,,,,
15,PT10M43.00S,2025-04-08T23:38:17.0Z,1,REGULAR,2pt,Jump Shot,[],204001,24.655059132720105,57.107843137254896,1610612738,2,2,2025-04-08T23:38:23Z,150000,False,-36.0,179.0,1,left,K. Porziņģis 18' fadeaway Jump Shot (2 PTS) (J. Tatum 1 AST),"[204001, 1628369]",1610612738.0,BOS,fadeaway,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Center,18.28,Made,,,,,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,,
17,PT10M20.00S,2025-04-08T23:38:39.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,95.3515111695138,96.07843137254902,1610612752,2,2,2025-04-08T23:39:36Z,170000,False,230.0,-9.0,1,right,MISS J. Brunson 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,,
18,PT10M18.00S,2025-04-08T23:38:41.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,2,2,2025-04-08T23:38:45Z,180000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Right Corner 3,24+ Right,,,17.0,,,,,,,,,,,,,,,,,
20,PT10M11.00S,2025-04-08T23:38:58.7Z,1,REGULAR,violation,kicked ball,[],1626157,,,1610612738,2,2,2025-04-08T23:39:13Z,200000,False,,,0,,K. Towns kicked ball VIOLATION,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,101283.0,,,,,,,,,
21,PT10M05.00S,2025-04-08T23:39:15.4Z,1,REGULAR,3pt,Jump Shot,[],204001,35.167542706964525,37.00980392156863,1610612738,2,2,2025-04-08T23:39:21Z,210000,False,65.0,278.0,1,left,MISS K. Porziņģis 28' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,28.56,Missed,,,,,,,,,,,,,,,,,,
22,PT10M02.00S,2025-04-08T23:39:18.4Z,1,REGULAR,rebound,offensive,[],201950,,,1610612738,2,2,2025-04-08T23:39:27Z,220000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,,
23,PT09M59.00S,2025-04-08T23:39:21.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,33.065045992115635,47.794117647058826,1610612738,2,5,2025-04-08T23:39:24Z,230000,False,11.0,258.0,1,left,J. Tatum 25' 3PT  (3 PTS) (J. Holiday 1 AST),"[1628369, 201950]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.85,Made,,,,,3.0,J. Holiday,201950.0,1.0,,,,,,,,,,
25,PT09M38.00S,2025-04-08T23:39:42.6Z,1,REGULAR,2pt,Jump Shot,[],1628404,79.45137976346912,47.549019607843135,1610612752,4,5,2025-04-08T23:41:23Z,250000,False,-12.0,141.0,1,right,J. Hart 14' Jump Shot (2 PTS) (J. Brunson 1 AST),"[1628404, 1628973]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,14.12,Made,,,,,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,
27,PT09M26.00S,2025-04-08T23:39:54.6Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,4,5,2025-04-08T23:39:58Z,270000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1628404]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,Hart,1628404.0,,,,,,
28,PT09M26.00S,2025-04-08T23:39:54.6Z,1,REGULAR,steal,,[],1628404,,,1610612752,4,5,2025-04-08T23:39:56Z,280000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M20.00S,2025-04-08T23:40:00.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628969,93.51182654402102,37.254901960784316,1610612752,4,5,2025-04-08T23:43:17Z,290000,False,-64.0,8.0,1,right,MISS M. Bridges 6' running Shot,[1628969],1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.43,Missed,,,,,,,,,,,,,,,,,,
30,PT09M17.00S,2025-04-08T23:40:03.4Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612752,4,5,2025-04-08T23:40:08Z,300000,False,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,,
31,PT09M17.00S,2025-04-08T23:40:04.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1626157,94.40999984741211,50.0,1610612752,6,5,2025-04-08T23:43:59Z,310000,False,0.0,0.0,1,right,K. Towns tip Layup (2 PTS),[1626157],1610612752.0,NYK,tip,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
32,PT09M05.00S,2025-04-08T23:40:15.6Z,1,REGULAR,2pt,Jump Shot,[],201950,7.5722733245729295,72.54901960784314,1610612738,6,5,2025-04-08T23:44:29Z,320000,False,-113.0,19.0,1,left,MISS J. Holiday 11' turnaround fadeaway Shot,[201950],1610612738.0,BOS,turnaround fadeaway,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,11.42,Missed,,,,,,,,,,,,,,,,,,
33,PT09M03.00S,2025-04-08T23:40:17.6Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,6,5,2025-04-08T23:40:19Z,330000,False,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,,
34,PT08M55.00S,2025-04-08T23:40:25.3Z,1,REGULAR,3pt,Jump Shot,[],1626157,64.86530880420499,42.8921568627451,1610612752,9,5,2025-04-08T23:40:28Z,340000,False,-36.0,278.0,1,right,K. Towns 28' 3PT  (5 PTS) (J. Hart 1 AST),"[1626157, 1628404]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,28.01,Made,,,,,5.0,J. Hart,1628404.0,1.0,,,,,,,,,,
36,PT08M39.00S,2025-04-08T23:40:41.2Z,1,REGULAR,3pt,Jump Shot,[],201950,5.995400788436268,3.6764705882352944,1610612738,9,5,2025-04-08T23:40:44Z,360000,False,232.0,4.0,1,left,MISS J. Holiday 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
37,PT08M38.00S,2025-04-08T23:40:42.2Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,9,5,2025-04-08T23:40:44Z,370000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M32.00S,2025-04-08T23:40:51.1Z,1,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612752,9,5,2025-04-08T23:41:01Z,380000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Towns 2 FT),"[1627759, 1626157]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,,,,1.0,0.0,Towns,1626157.0,,
40,PT08M32.00S,2025-04-08T23:41:28.6Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,9,5,2025-04-08T23:41:28Z,400000,False,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
41,PT08M32.00S,2025-04-08T23:41:28.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,9,5,2025-04-08T23:41:28Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,
42,PT08M32.00S,2025-04-08T23:41:52.0Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,10,5,2025-04-08T23:41:52Z,420000,False,,,0,,K. Towns Free Throw 2 of 2 (6 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
43,PT08M17.00S,2025-04-08T23:42:08.9Z,1,REGULAR,3pt,Jump Shot,[],204001,32.53942181340342,32.1078431372549,1610612738,10,5,2025-04-08T23:45:43Z,430000,False,89.0,253.0,1,left,MISS K. Porziņģis 26' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,,,,,,,,,,,,,,,,,
44,PT08M14.00S,2025-04-08T23:42:11.9Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,10,5,2025-04-08T23:42:15Z,440000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT08M05.00S,2025-04-08T23:42:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,92.9862023653088,39.705882352941174,1610612752,12,5,2025-04-08T23:42:24Z,450000,False,-51.0,13.0,1,right,K. Towns driving floating bank Jump Shot (8 PTS) (M. Bridges 1 AST),"[1626157, 1628969]",1610612752.0,NYK,driving floating bank,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,,,,,8.0,M. Bridges,1628969.0,1.0,,,,,,,,,,
47,PT07M49.00S,2025-04-08T23:42:36.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,22.552562417871222,85.29411764705883,1610612738,12,5,2025-04-08T23:42:40Z,470000,False,-176.0,159.0,1,left,MISS J. Tatum step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,23.79,Missed,,,,,,,,,,,,,,,,,,
48,PT07M46.00S,2025-04-08T23:42:39.6Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,12,5,2025-04-08T23:43:05Z,480000,False,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,47.0,3.0,2.0,1.0,,,,,,,,,,,,,,
49,PT07M42.00S,2025-04-08T23:42:43.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,78.0059132720105,9.558823529411764,1610612752,12,5,2025-04-08T23:47:51Z,490000,False,-202.0,154.0,1,right,MISS M. Bridges 25' running 3PT,[1628969],1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
50,PT07M39.00S,2025-04-08T23:42:46.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,12,5,2025-04-08T23:42:51Z,500000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT07M30.00S,2025-04-08T23:42:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.915243101182654,49.50980392156863,1610612738,12,7,2025-04-08T23:43:03Z,510000,False,2.0,13.0,1,left,J. Brown driving reverse Layup (2 PTS),[1627759],1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,2.0,,,,,,,,,,,,,
52,PT07M14.00S,2025-04-08T23:43:11.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,85.3646517739816,51.470588235294116,1610612752,14,7,2025-04-08T23:43:24Z,520000,False,7.0,85.0,1,right,K. Towns 8' turnaround Jump Shot (10 PTS),[1626157],1610612752.0,NYK,turnaround,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,8.54,Made,,,,,10.0,,,,,,,,,,,,,
53,PT06M52.00S,2025-04-08T23:43:34.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,3.7614980289093296,1.2254901960784315,1610612738,14,7,2025-04-08T23:43:38Z,530000,False,244.0,-17.0,1,left,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,24.45,Missed,,,,,,,,,,,,,,,,,,
54,PT06M49.00S,2025-04-08T23:43:37.2Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,14,7,2025-04-08T23:43:38Z,540000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,,,
55,PT06M47.00S,2025-04-08T23:43:38.8Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612752,14,7,2025-04-08T23:49:33Z,550000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 204001]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,Porziņģis,204001.0,,,,,,
56,PT06M47.00S,2025-04-08T23:43:38.8Z,1,REGULAR,steal,,[],204001,,,1610612738,14,7,2025-04-08T23:43:41Z,560000,False,,,0,,K. Porziņģis STEAL (1 STL),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT06M40.00S,2025-04-08T23:43:45.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,31.61957950065703,36.51960784313725,1610612738,14,7,2025-04-08T23:43:51Z,570000,False,67.0,245.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
58,PT06M37.00S,2025-04-08T23:43:48.6Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,14,7,2025-04-08T23:43:48Z,580000,False,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,57.0,1.0,0.0,1.0,,,,,,,,,,,,,,
59,PT06M36.00S,2025-04-08T23:43:49.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628401,6.1268068331143235,50.98039215686274,1610612738,14,9,2025-04-08T23:43:54Z,590000,False,-5.0,5.0,1,left,D. White putback Layup (2 PTS),[1628401],1610612738.0,BOS,putback,,,White,D. White,,,,,Restricted Area,0-8 Center,0.71,Made,,,,,2.0,,,,,,,,,,,,,
60,PT06M19.00S,2025-04-08T23:44:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,89.83245729303549,43.872549019607845,1610612752,14,9,2025-04-08T23:52:13Z,600000,False,-31.0,43.0,1,right,MISS K. Towns driving Layup - blocked,"[1626157, 1628369]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0
61,PT06M19.00S,2025-04-08T23:44:06.7Z,1,REGULAR,block,,[],1628369,,,1610612752,14,9,2025-04-08T23:44:08Z,610000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT06M17.00S,2025-04-08T23:44:08.7Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,14,9,2025-04-08T23:44:09Z,620000,False,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,60.0,2.0,1.0,1.0,,,,,,,,,,,,,,
63,PT06M15.00S,2025-04-08T23:44:14.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",204001,8.623521681997373,52.69607843137255,1610612738,14,9,2025-04-08T23:53:24Z,630000,False,-13.0,29.0,1,left,MISS K. Porziņģis running Layup - blocked,"[204001, 1628384]",1610612738.0,BOS,running,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,,,Anunoby,1628384.0
64,PT06M15.00S,2025-04-08T23:44:14.4Z,1,REGULAR,block,,[],1628384,,,1610612738,14,9,2025-04-08T23:44:17Z,640000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M14.00S,2025-04-08T23:44:15.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,14,9,2025-04-08T23:44:21Z,650000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,63.0,,,,,,,,,,,,,,,,,
67,PT06M14.00S,2025-04-08T23:44:22.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,14,9,2025-04-08T23:44:22Z,670000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M03.00S,2025-04-08T23:48:04.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,29.38567674113009,24.264705882352942,1610612738,14,12,2025-04-08T23:48:08Z,680000,False,129.0,224.0,1,left,D. White 25' 3PT  (5 PTS) (J. Holiday 2 AST),"[1628401, 201950]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.81,Made,,,,,5.0,J. Holiday,201950.0,2.0,,,,,,,,,,
70,PT05M39.00S,2025-04-08T23:48:27.4Z,1,REGULAR,2pt,Jump Shot,[],1628384,93.38042049934296,78.92156862745098,1610612752,16,12,2025-04-08T23:48:32Z,700000,False,145.0,10.0,1,right,O. Anunoby 14' step back Jump Shot (2 PTS) (M. Bridges 2 AST),"[1628384, 1628969]",1610612752.0,NYK,step back,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,14.49,Made,,,,,2.0,M. Bridges,1628969.0,2.0,,,,,,,,,,
71,PT05M20.00S,2025-04-08T23:48:46.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,15.850854139290407,50.0,1610612738,16,12,2025-04-08T23:48:50Z,710000,False,0.0,96.0,1,left,MISS J. Brown 9' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,9.65,Missed,,,,,,,,,,,,,,,,,,
72,PT05M18.00S,2025-04-08T23:48:48.4Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,16,12,2025-04-08T23:48:50Z,720000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,71.0,3.0,3.0,0.0,,,,,,,,,,,,,,
74,PT05M12.00S,2025-04-08T23:48:54.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628973,85.23324572930355,53.18627450980392,1610612752,18,12,2025-04-08T23:55:14Z,730000,False,16.0,86.0,1,right,J. Brunson 8' driving floating Jump Shot (4 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.78,Made,,,,,4.0,,,,,,,,,,,,,
75,PT05M00.00S,2025-04-08T23:49:06.2Z,1,REGULAR,3pt,Jump Shot,[],204001,32.14520367936925,66.17647058823529,1610612738,18,12,2025-04-08T23:49:13Z,740000,False,-81.0,250.0,1,left,MISS K. Porziņģis 26' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,26.25,Missed,,,,,,,,,,,,,,,,,,
76,PT04M57.00S,2025-04-08T23:49:09.2Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,18,12,2025-04-08T23:49:13Z,750000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT04M51.00S,2025-04-08T23:49:18.1Z,1,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612752,18,12,2025-04-08T23:49:28Z,760000,False,,,0,,D. White shooting personal FOUL (1 PF) (Towns 2 FT),"[1628401, 1626157]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202901.0,,,,1.0,0.0,Towns,1626157.0,,
79,PT04M51.00S,2025-04-08T23:49:53.2Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,19,12,2025-04-08T23:49:53Z,780000,False,,,0,,K. Towns Free Throw 1 of 2 (11 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
80,PT04M51.00S,2025-04-08T23:49:53.3Z,1,REGULAR,substitution,out,[],1628969,,,1610612752,19,12,2025-04-08T23:50:13Z,790000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M51.00S,2025-04-08T23:49:53.3Z,1,REGULAR,substitution,out,[],1627759,,,1610612752,19,12,2025-04-08T23:50:13Z,800000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M51.00S,2025-04-08T23:49:53.3Z,1,REGULAR,substitution,out,[],204001,,,1610612752,19,12,2025-04-08T23:50:13Z,810000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
