actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-09T00:09:58.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-09T00:09:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-09T00:10:00.9Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2026-03-09T00:10:00Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. M. Turner: Tip to J. Suggs,"[1630591, 1628976, 1626167]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Carter Jr.,1628976.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2026-03-09T00:10:15.1Z,1,REGULAR,foul,personal,['2freethrow'],1631157,,,1610612753,0,0,2026-03-09T00:10:24Z,70000,False,,,0,,R. Rollins shooting personal FOUL (1 PF) (Bane 2 FT),"[1631157, 1630217]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,201245.0,1.0,0.0,Bane,1630217.0,,,,,,,,,,,,,,,
9,PT11M47.00S,2026-03-09T00:10:35.0Z,1,REGULAR,freethrow,1 of 2,[],1630217,,,1610612753,0,1,2026-03-09T00:10:35Z,90000,False,,,0,,D. Bane Free Throw 1 of 2 (1 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M47.00S,2026-03-09T00:10:48.9Z,1,REGULAR,freethrow,2 of 2,[],1630217,,,1610612753,0,2,2026-03-09T00:10:48Z,100000,False,,,0,,D. Bane Free Throw 2 of 2 (2 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M30.00S,2026-03-09T00:11:07.3Z,1,REGULAR,turnover,lost ball,[],1631260,,,1610612749,0,2,2026-03-09T00:11:14Z,110000,False,,,0,,A. Green lost ball TURNOVER (1 TO),"[1631260, 1630217]",1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,Bane,1630217.0,,,,,,,,,,
12,PT11M30.00S,2026-03-09T00:11:07.3Z,1,REGULAR,steal,,[],1630217,,,1610612753,0,2,2026-03-09T00:11:10Z,120000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
13,PT11M06.00S,2026-03-09T00:11:29.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628976,68.67608409986859,73.77450980392157,1610612753,0,2,2026-03-09T00:11:35Z,130000,False,119.0,242.0,1,right,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,26.95,,,,,,,,,
14,PT11M04.00S,2026-03-09T00:11:31.7Z,1,REGULAR,rebound,offensive,[],1641783,,,1610612753,0,2,2026-03-09T00:11:35Z,140000,False,,,0,,T. da Silva REBOUND (Off:1 Def:0),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,13.0,1.0,0.0,1.0,,,,,
15,PT11M00.00S,2026-03-09T00:11:37.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641783,88.5676741130092,96.34650735294117,1610612753,0,5,2026-03-09T00:11:46Z,150000,False,232.0,55.0,1,right,T. da Silva 3PT  (3 PTS) (J. Suggs 1 AST),"[1641783, 1630591]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,,,,23.81,,,,,J. Suggs,1630591.0,1.0,,
17,PT10M43.00S,2026-03-09T00:11:53.7Z,1,REGULAR,2pt,Jump Shot,[],1631172,22.026938239159,50.73529411764706,1610612749,0,5,2026-03-09T00:12:00Z,170000,False,-4.0,155.0,1,left,MISS O. Dieng 15' driving floating Shot,[1631172],1610612749.0,MIL,driving floating,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Center,,,,,,Missed,,,,,15.46,,,,,,,,,
18,PT10M39.00S,2026-03-09T00:11:57.7Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,0,5,2026-03-09T00:12:00Z,180000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,
19,PT10M38.00S,2026-03-09T00:11:58.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630591,93.51182654402102,52.20588235294118,1610612753,0,7,2026-03-09T00:12:06Z,190000,False,11.0,8.0,1,right,J. Suggs running finger roll Layup (2 PTS) (W. Carter Jr. 1 AST),"[1630591, 1628976]",1610612753.0,ORL,running finger roll,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,1.39,,,,,W. Carter Jr.,1628976.0,1.0,,
21,PT10M19.00S,2026-03-09T00:12:17.3Z,1,REGULAR,3pt,Jump Shot,[],1631172,28.728646517739815,27.228860294117645,1610612749,0,7,2026-03-09T00:12:27Z,210000,False,114.0,218.0,1,left,MISS O. Dieng 24' step back 3PT,[1631172],1610612749.0,MIL,step back,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,24.55,,,,,,,,,
22,PT10M16.00S,2026-03-09T00:12:20.3Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,0,7,2026-03-09T00:12:27Z,220000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,21.0,2.0,2.0,0.0,,,,,
23,PT10M05.00S,2026-03-09T00:12:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,91.14651773981603,44.11764705882353,1610612753,0,7,2026-03-09T00:12:36Z,230000,False,-29.0,31.0,1,right,MISS D. Bane driving finger roll Layup,[1630217],1610612753.0,ORL,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,4.25,,,,,,,,,
24,PT10M02.00S,2026-03-09T00:12:34.0Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612749,0,7,2026-03-09T00:12:36Z,240000,False,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,
25,PT09M49.00S,2026-03-09T00:12:50.8Z,1,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612749,0,7,2026-03-09T00:13:02Z,250000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Turner 2 FT),"[1631094, 1626167]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,201245.0,1.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,
27,PT09M49.00S,2026-03-09T00:13:13.8Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612749,0,7,2026-03-09T00:13:13Z,270000,False,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
28,PT09M49.00S,2026-03-09T00:13:13.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,0,7,2026-03-09T00:13:13Z,280000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,
29,PT09M49.00S,2026-03-09T00:13:13.8Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612749,0,7,2026-03-09T00:13:34Z,290000,False,,,0,,MISS M. Turner Free Throw 2 of 2,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
30,PT09M47.00S,2026-03-09T00:13:15.8Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,0,7,2026-03-09T00:13:34Z,300000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,
31,PT09M29.00S,2026-03-09T00:13:50.8Z,1,REGULAR,3pt,Jump Shot,[],1631094,67.45852496714849,45.37760416666667,1610612753,0,7,2026-03-09T00:14:02Z,310000,False,-23.0,253.0,1,right,MISS P. Banchero 25' step back 3PT,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,25.45,,,,,,,,,
32,PT09M24.00S,2026-03-09T00:13:55.8Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612749,0,7,2026-03-09T00:14:02Z,320000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,
33,PT09M12.00S,2026-03-09T00:14:07.8Z,1,REGULAR,2pt,Jump Shot,[],1631172,24.704336399474375,62.032781862745104,1610612749,2,7,2026-03-09T00:15:56Z,330000,False,-60.0,180.0,1,left,O. Dieng 18' pullup Jump Shot (2 PTS),[1631172],1610612749.0,MIL,pullup,,,Dieng,O. Dieng,,,,,Mid-Range,16-24 Left Center,,,,,,Made,2.0,,,,18.95,,,,,,,,,
34,PT09M05.00S,2026-03-09T00:14:54.9Z,1,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,2,7,2026-03-09T00:15:04Z,340000,False,,,0,,J. Suggs lost ball out-of-bounds TURNOVER (1 TO),[1630591],1610612753.0,ORL,lost ball,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,201245.0,,,,,,,1.0,,,,,,,,,,,,
35,PT08M48.00S,2026-03-09T00:15:25.6Z,1,REGULAR,turnover,bad pass,[],1631260,,,1610612749,2,7,2026-03-09T00:15:32Z,350000,False,,,0,,A. Green bad pass TURNOVER (2 TO),"[1631260, 1630217]",1610612749.0,MIL,,,,Green,A. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,2.0,Bane,1630217.0,,,,,,,,,,
36,PT08M48.00S,2026-03-09T00:15:25.6Z,1,REGULAR,steal,,[],1630217,,,1610612753,2,7,2026-03-09T00:21:43Z,360000,False,,,0,,D. Bane STEAL (2 STL),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
37,PT08M38.00S,2026-03-09T00:15:35.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1641783,85.89027595269383,41.66666666666667,1610612753,2,7,2026-03-09T00:15:41Z,370000,False,-42.0,80.0,1,right,MISS T. da Silva 9' driving Hook,[1641783],1610612753.0,ORL,driving,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,9.03,,,,,,,,,
38,PT08M34.00S,2026-03-09T00:15:38.9Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612749,2,7,2026-03-09T00:15:38Z,380000,False,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,37.0,2.0,2.0,0.0,,,,,
39,PT08M26.00S,2026-03-09T00:15:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631157,18.478975032851512,38.72549019607843,1610612749,2,7,2026-03-09T00:15:52Z,390000,False,56.0,121.0,1,left,MISS R. Rollins 13' pullup Shot,[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,13.37,,,,,,,,,
40,PT08M22.00S,2026-03-09T00:15:50.7Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,2,7,2026-03-09T00:15:52Z,400000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,39.0,2.0,2.0,0.0,,,,,
41,PT08M15.00S,2026-03-09T00:15:58.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630591,87.07293035479631,44.6078431372549,1610612753,2,7,2026-03-09T00:16:48Z,410000,False,-27.0,69.0,1,right,MISS J. Suggs 7' turnaround Hook - blocked,"[1630591, 1631172]",1610612753.0,ORL,turnaround,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,7.41,,,,,,,,Dieng,1631172.0
42,PT08M15.00S,2026-03-09T00:15:58.4Z,1,REGULAR,block,,[],1631172,,,1610612753,2,7,2026-03-09T00:16:02Z,420000,False,,,0,,O. Dieng BLOCK (1 BLK),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M15.00S,2026-03-09T00:15:58.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,2,7,2026-03-09T00:16:48Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,41.0,,,,,,,,
45,PT08M12.00S,2026-03-09T00:16:25.8Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,2,7,2026-03-09T00:19:10Z,450000,False,,,0,,J. Suggs bad pass TURNOVER (2 TO),"[1630591, 1631157]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,2004.0,,,,,,,2.0,Rollins,1631157.0,,,,,,,,,,
59,PT08M12.00S,2026-03-09T00:16:25.8Z,1,REGULAR,steal,,[],1631157,,,1610612749,2,7,2026-03-09T00:19:10Z,455000,False,,,0,,R. Rollins STEAL (1 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
46,PT08M03.00S,2026-03-09T00:16:45.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631157,30.831143232588698,71.81372549019608,1610612749,2,7,2026-03-09T00:16:51Z,460000,False,-109.0,237.0,1,left,MISS R. Rollins 26' pullup 3PT,[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,26.12,,,,,,,,,
47,PT08M03.00S,2026-03-09T00:16:45.6Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612749,2,7,2026-03-09T00:16:51Z,470000,False,,,0,,J. Sims REBOUND (Off:1 Def:2),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,46.0,3.0,2.0,1.0,,,,,
48,PT07M59.00S,2026-03-09T00:16:50.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626167,35.43035479632063,49.01960784313725,1610612749,5,7,2026-03-09T00:16:55Z,480000,False,5.0,281.0,1,left,M. Turner 28' 3PT  (3 PTS) (J. Sims 1 AST),"[1626167, 1630579]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,,,28.05,,,,,J. Sims,1630579.0,1.0,,
50,PT07M40.00S,2026-03-09T00:17:09.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,81.8166885676741,45.34313725490196,1610612753,5,7,2026-03-09T00:17:14Z,500000,False,-23.0,118.0,1,right,MISS D. Bane 12' driving floating Shot,[1630217],1610612753.0,ORL,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,12.07,,,,,,,,,
51,PT07M35.00S,2026-03-09T00:17:13.3Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612749,5,7,2026-03-09T00:17:13Z,510000,False,,,0,,J. Sims REBOUND (Off:1 Def:3),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,50.0,4.0,3.0,1.0,,,,,
52,PT07M30.00S,2026-03-09T00:17:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,8.886333771353483,50.49019607843137,1610612749,5,7,2026-03-09T00:17:37Z,520000,False,-2.0,31.0,1,left,MISS R. Rollins driving Layup,[1631157],1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.11,,,,,,,,,
53,PT07M26.00S,2026-03-09T00:17:23.8Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612753,5,7,2026-03-09T00:17:37Z,530000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,
54,PT07M13.00S,2026-03-09T00:17:36.2Z,1,REGULAR,2pt,Jump Shot,[],1631094,91.27792378449409,76.7156862745098,1610612753,5,9,2026-03-09T00:17:40Z,540000,False,134.0,29.0,1,right,P. Banchero 13' driving floating Jump Shot (2 PTS),[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,,,,,,Made,2.0,,,,13.68,,,,,,,,,
55,PT06M58.00S,2026-03-09T00:17:50.5Z,1,REGULAR,2pt,Jump Shot,[],1631172,4.944152431011826,80.88235294117648,1610612749,5,9,2026-03-09T00:17:57Z,550000,False,-154.0,-6.0,1,left,MISS O. Dieng 15' step back Shot,[1631172],1610612749.0,MIL,step back,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,15.45,,,,,,,,,
56,PT06M54.00S,2026-03-09T00:17:54.5Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,5,9,2026-03-09T00:17:57Z,560000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,55.0,3.0,3.0,0.0,,,,,
57,PT06M51.00S,2026-03-09T00:18:01.4Z,1,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,5,9,2026-03-09T00:20:05Z,570000,False,,,0,,P. Banchero bad pass out-of-bounds TURNOVER (1 TO),[1631094],1610612753.0,ORL,bad pass,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,,,,,,,,
58,PT06M51.00S,2026-03-09T00:18:21.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,5,9,2026-03-09T00:18:21Z,580000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M51.00S,2026-03-09T00:20:20.8Z,1,REGULAR,substitution,out,[],1631172,,,1610612749,5,9,2026-03-09T00:21:16Z,590000,False,,,0,,SUB out: O. Dieng,[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M51.00S,2026-03-09T00:20:20.8Z,1,REGULAR,substitution,in,[],1631250,,,1610612749,5,9,2026-03-09T00:21:16Z,600000,False,,,0,,SUB in: P. Nance,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M26.00S,2026-03-09T00:21:36.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631157,32.276609724047304,34.31372549019608,1610612749,5,9,2026-03-09T00:23:54Z,610000,False,78.0,251.0,1,left,MISS R. Rollins 26' step back 3PT,[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,26.29,,,,,,,,,
63,PT06M22.00S,2026-03-09T00:21:40.3Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612753,5,9,2026-03-09T00:21:40Z,620000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,62.0,2.0,2.0,0.0,,,,,
64,PT06M19.00S,2026-03-09T00:21:43.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628976,92.85479632063075,50.49019607843137,1610612753,5,11,2026-03-09T00:21:53Z,630000,False,2.0,15.0,1,right,W. Carter Jr. running alley-oop DUNK (2 PTS) (P. Banchero 1 AST),"[1628976, 1631094]",1610612753.0,ORL,running alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,1.49,,,,,P. Banchero,1631094.0,1.0,,
67,PT06M09.00S,2026-03-09T00:21:58.8Z,1,REGULAR,substitution,out,[],1630579,,,1610612749,5,11,2026-03-09T00:22:14Z,660000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M09.00S,2026-03-09T00:21:58.8Z,1,REGULAR,substitution,out,[],1630217,,,1610612749,5,11,2026-03-09T00:22:14Z,670000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M09.00S,2026-03-09T00:21:58.8Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,5,11,2026-03-09T00:22:14Z,680000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M09.00S,2026-03-09T00:21:58.8Z,1,REGULAR,substitution,in,[],1641724,,,1610612749,5,11,2026-03-09T00:22:14Z,690000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M01.00S,2026-03-09T00:22:31.2Z,1,REGULAR,turnover,3-second-violation,[],1626167,,,1610612749,5,11,2026-03-09T00:22:39Z,700000,False,,,0,,M. Turner 3-second-violation TURNOVER (1 TO),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,1628951.0,,,,,,,1.0,,,,,,,,,,,,
72,PT05M43.00S,2026-03-09T00:22:59.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641724,66.5735873850197,60.049019607843135,1610612753,5,11,2026-03-09T00:23:04Z,710000,False,50.0,262.0,1,right,MISS J. Howard 26' 3PT,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,26.65,,,,,,,,,
73,PT05M39.00S,2026-03-09T00:23:03.1Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,5,11,2026-03-09T00:23:04Z,720000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,72.0,1.0,1.0,0.0,,,,,
74,PT05M33.00S,2026-03-09T00:23:11.8Z,1,REGULAR,turnover,backcourt,[],1631157,,,1610612749,5,11,2026-03-09T00:23:25Z,730000,False,,,0,,R. Rollins backcourt TURNOVER (1 TO),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,,,,,,,
75,PT05M33.00S,2026-03-09T00:23:17.3Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,5,11,2026-03-09T00:23:21Z,740000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M33.00S,2026-03-09T00:23:17.3Z,1,REGULAR,substitution,in,[],1628975,,,1610612753,5,11,2026-03-09T00:23:21Z,750000,False,,,0,,SUB in: J. Carter,[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M26.00S,2026-03-09T00:23:37.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641783,71.96123521681997,15.931372549019606,1610612753,5,11,2026-03-09T00:23:42Z,760000,False,-170.0,211.0,1,right,MISS T. da Silva 27' 3PT,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,27.12,,,,,,,,,
