actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
78,PT06M45.00S,2026-01-23T01:22:22.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,27.414586070959263,75.24509803921569,1610612741,13,8,2026-01-23T01:27:28Z,780000,False,-126.0,205.0,1,left,MISS C. White 24' running pullup 3PT,[1629632],1610612741.0,CHI,running pullup,,,White,C. White,,,,,Above the Break 3,24+ Left Center,24.09,Missed,,,,,,,,,,,,,,,,,,
79,PT06M42.00S,2026-01-23T01:22:25.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,13,8,2026-01-23T01:22:28Z,790000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,78.0,3.0,3.0,0.0,,
80,PT06M37.00S,2026-01-23T01:22:33.4Z,1,REGULAR,turnover,traveling,[],1628978,,,1610612750,13,8,2026-01-23T01:22:37Z,800000,False,,,0,,D. DiVincenzo traveling TURNOVER (1 TO),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Center,,,,1.0,,,,,,204059.0,,,,,,,,,,
81,PT06M37.00S,2026-01-23T01:22:44.3Z,1,REGULAR,substitution,out,[],203944,,,1610612741,13,8,2026-01-23T01:22:46Z,810000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M37.00S,2026-01-23T01:22:44.3Z,1,REGULAR,substitution,in,[],1629675,,,1610612741,13,8,2026-01-23T01:22:46Z,820000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M24.00S,2026-01-23T01:23:04.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641824,21.23850197109067,39.705882352941174,1610612741,13,8,2026-01-23T01:23:09Z,830000,False,51.0,147.0,1,left,MISS M. Buzelis 15' step back Shot,[1641824],1610612741.0,CHI,step back,,,Buzelis,M. Buzelis,,,,,Mid-Range,8-16 Center,15.59,Missed,,,,,,,,,,,,,,,,,,
84,PT06M21.00S,2026-01-23T01:23:07.3Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612750,13,8,2026-01-23T01:23:09Z,840000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,83.0,1.0,1.0,0.0,,
85,PT06M08.00S,2026-01-23T01:23:20.6Z,1,REGULAR,3pt,Jump Shot,[],1628978,79.7634691195795,91.68964460784314,1610612750,16,8,2026-01-23T01:23:26Z,850000,False,208.0,138.0,1,right,D. DiVincenzo 24' 3PT  (3 PTS) (J. McDaniels 2 AST),"[1628978, 1630183]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,24.98,Made,3.0,,,,J. McDaniels,1630183.0,2.0,,,,,,,,,,,
87,PT05M47.00S,2026-01-23T01:23:40.5Z,1,REGULAR,3pt,Jump Shot,[],1630245,31.35676741130092,40.19607843137255,1610612741,16,8,2026-01-23T01:23:44Z,870000,False,49.0,242.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,24.72,Missed,,,,,,,,,,,,,,,,,,
88,PT05M45.00S,2026-01-23T01:23:42.5Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,16,8,2026-01-23T01:23:44Z,880000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,87.0,1.0,1.0,0.0,,
89,PT05M36.00S,2026-01-23T01:23:51.6Z,1,REGULAR,3pt,Jump Shot,[],1628978,94.03745072273325,94.6078431372549,1610612750,16,8,2026-01-23T01:23:56Z,890000,False,223.0,4.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,22.3,Missed,,,,,,,,,,,,,,,,,,
90,PT05M34.00S,2026-01-23T01:23:53.6Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612741,16,8,2026-01-23T01:23:56Z,900000,False,,,0,,I. Okoro REBOUND (Off:0 Def:2),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,89.0,2.0,2.0,0.0,,
91,PT05M30.00S,2026-01-23T01:23:59.2Z,1,REGULAR,foul,personal,['2freethrow'],1630538,,,1610612741,16,8,2026-01-23T01:24:16Z,910000,False,,,0,,B. Hyland shooting personal FOUL (1 PF) (Dosunmu 2 FT),"[1630538, 1630245]",1610612750.0,MIN,shooting,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,,,,,,,203593.0,1.0,0.0,Dosunmu,1630245.0,,,,,,
93,PT05M30.00S,2026-01-23T01:24:34.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630245,,,1610612741,16,9,2026-01-23T01:24:34Z,930000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (1 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
94,PT05M30.00S,2026-01-23T01:24:35.0Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,16,9,2026-01-23T01:24:44Z,940000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M30.00S,2026-01-23T01:24:35.0Z,1,REGULAR,substitution,out,[],1641824,,,1610612741,16,9,2026-01-23T01:24:44Z,950000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M30.00S,2026-01-23T01:24:35.0Z,1,REGULAR,substitution,in,[],1630581,,,1610612741,16,9,2026-01-23T01:24:44Z,960000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M30.00S,2026-01-23T01:24:35.0Z,1,REGULAR,substitution,in,[],1630200,,,1610612741,16,9,2026-01-23T01:24:44Z,970000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M30.00S,2026-01-23T01:24:53.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630245,,,1610612741,16,10,2026-01-23T01:24:53Z,980000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (2 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
99,PT05M18.00S,2026-01-23T01:25:07.4Z,1,REGULAR,3pt,Jump Shot,[],1629675,71.43561103810775,23.03921568627451,1610612750,19,10,2026-01-23T01:25:13Z,990000,False,-135.0,216.0,1,right,N. Reid 25' 3PT pullup (3 PTS),[1629675],1610612750.0,MIN,pullup,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,25.46,Made,3.0,,,,,,,,,,,,,,,,,
101,PT04M55.00S,2026-01-23T01:25:30.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,7.966491458607096,46.07843137254902,1610612741,19,10,2026-01-23T01:25:51Z,1010000,False,20.0,22.0,1,left,MISS J. Smith cutting Layup,[1630188],1610612741.0,CHI,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,,,,,,,,,,,,
102,PT04M54.00S,2026-01-23T01:25:31.8Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,19,10,2026-01-23T01:25:51Z,1020000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,101.0,1.0,1.0,0.0,,
103,PT04M47.00S,2026-01-23T01:25:38.2Z,1,REGULAR,3pt,Jump Shot,[],1630538,92.46057818659659,96.07843137254902,1610612750,22,10,2026-01-23T01:25:43Z,1030000,False,230.0,18.0,1,right,B. Hyland 3PT  (3 PTS) (N. Reid 1 AST),"[1630538, 1629675]",1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Right Corner 3,24+ Right,23.11,Made,3.0,,,,N. Reid,1629675.0,1.0,,,,,,,,,,,
105,PT04M34.00S,2026-01-23T01:25:50.2Z,1,REGULAR,3pt,Jump Shot,[],1630581,32.14520367936925,57.107843137254896,1610612741,22,10,2026-01-23T01:25:54Z,1050000,False,-36.0,250.0,1,left,MISS J. Giddey 25' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,25.22,Missed,,,,,,,,,,,,,,,,,,
106,PT04M32.00S,2026-01-23T01:25:52.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,22,10,2026-01-23T01:25:54Z,1060000,False,,,0,,R. Gobert REBOUND (Off:2 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,105.0,4.0,2.0,2.0,,
107,PT04M23.00S,2026-01-23T01:26:01.1Z,1,REGULAR,3pt,Jump Shot,[],1630538,69.07030223390277,34.80392156862745,1610612750,22,10,2026-01-23T01:33:46Z,1070000,False,-76.0,238.0,1,right,MISS B. Hyland 25' pullup 3PT,[1630538],1610612750.0,MIN,pullup,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,25.0,Missed,,,,,,,,,,,,,,,,,,
108,PT04M20.00S,2026-01-23T01:26:05.9Z,1,REGULAR,rebound,offensive,[],1630538,,,1610612750,22,10,2026-01-23T01:26:05Z,1080000,False,,,0,,B. Hyland REBOUND (Off:1 Def:1),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,107.0,2.0,1.0,1.0,,
109,PT04M17.00S,2026-01-23T01:26:08.9Z,1,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612750,22,10,2026-01-23T01:26:19Z,1090000,False,,,0,,J. Smith shooting personal FOUL (2 PF) (Gobert 2 FT),"[1630188, 203497]",1610612741.0,CHI,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,203593.0,2.0,0.0,Gobert,203497.0,,,,,,
111,PT04M17.00S,2026-01-23T01:26:40.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203497,,,1610612750,23,10,2026-01-23T01:27:07Z,1110000,False,,,0,,R. Gobert Free Throw 1 of 2 (1 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
112,PT04M17.00S,2026-01-23T01:26:41.4Z,1,REGULAR,substitution,out,[],1628978,,,1610612750,23,10,2026-01-23T01:26:54Z,1120000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M17.00S,2026-01-23T01:26:41.4Z,1,REGULAR,substitution,out,[],1630188,,,1610612750,23,10,2026-01-23T01:26:54Z,1130000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M17.00S,2026-01-23T01:26:41.4Z,1,REGULAR,substitution,out,[],1630171,,,1610612750,23,10,2026-01-23T01:26:54Z,1140000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M17.00S,2026-01-23T01:26:41.4Z,1,REGULAR,substitution,in,[],201144,,,1610612750,23,10,2026-01-23T01:26:54Z,1150000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M17.00S,2026-01-23T01:26:41.4Z,1,REGULAR,substitution,in,[],202696,,,1610612750,23,10,2026-01-23T01:26:54Z,1160000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M17.00S,2026-01-23T01:26:41.4Z,1,REGULAR,substitution,in,[],1630172,,,1610612750,23,10,2026-01-23T01:26:54Z,1170000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M17.00S,2026-01-23T01:26:40.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203497,,,1610612750,23,10,2026-01-23T01:27:07Z,1180000,False,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
119,PT04M14.00S,2026-01-23T01:26:43.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,23,10,2026-01-23T01:27:07Z,1190000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,118.0,1.0,1.0,0.0,,
120,PT03M55.00S,2026-01-23T01:27:24.6Z,1,REGULAR,2pt,Jump Shot,[],1630581,28.055190538764784,46.61075367647059,1610612741,23,12,2026-01-23T01:27:32Z,1200000,False,17.0,211.0,1,left,J. Giddey 21' Jump Shot (2 PTS) (N. Vučević 2 AST),"[1630581, 202696]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Center,21.19,Made,2.0,,,,N. Vučević,202696.0,2.0,,,,,,,,,,,
122,PT03M42.00S,2026-01-23T01:27:37.8Z,1,REGULAR,3pt,Jump Shot,[],1629675,66.96780551905388,50.73529411764706,1610612750,26,12,2026-01-23T01:27:42Z,1220000,False,4.0,258.0,1,right,N. Reid 25' 3PT  (6 PTS) (R. Gobert 2 AST),"[1629675, 203497]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,25.8,Made,6.0,,,,R. Gobert,203497.0,2.0,,,,,,,,,,,
124,PT03M30.00S,2026-01-23T01:27:49.5Z,1,REGULAR,3pt,Jump Shot,[],202696,30.51084099868594,37.27787990196079,1610612741,26,15,2026-01-23T01:27:55Z,1240000,False,64.0,234.0,1,left,N. Vučević 24' 3PT  (3 PTS) (T. Jones 1 AST),"[202696, 1630200]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,24.28,Made,3.0,,,,T. Jones,1630200.0,1.0,,,,,,,,,,,
126,PT03M18.00S,2026-01-23T01:28:04.2Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612750,26,15,2026-01-23T01:32:52Z,1260000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1630581]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Center,,,,1.0,Giddey,1630581.0,,,,,,,,,,,,,,
127,PT03M18.00S,2026-01-23T01:28:04.2Z,1,REGULAR,steal,,[],1630581,,,1610612741,26,15,2026-01-23T01:28:05Z,1270000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
128,PT03M13.00S,2026-01-23T01:28:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,7.5722733245729295,48.03921568627451,1610612741,26,15,2026-01-23T01:28:12Z,1280000,False,10.0,19.0,1,left,MISS A. Dosunmu running Layup,[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
129,PT03M12.00S,2026-01-23T01:28:09.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,26,15,2026-01-23T01:28:09Z,1290000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,128.0,2.0,2.0,0.0,,
130,PT03M06.00S,2026-01-23T01:28:17.3Z,1,REGULAR,foul,personal,[],202696,,,1610612750,26,15,2026-01-23T01:28:23Z,1300000,False,,,0,,N. Vučević personal FOUL (1 PF),"[202696, 203497]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,,204059.0,1.0,0.0,Gobert,203497.0,,,,,,
132,PT03M06.00S,2026-01-23T01:28:29.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,26,15,2026-01-23T01:28:29Z,1320000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M06.00S,2026-01-23T01:30:37.8Z,1,REGULAR,substitution,out,[],203497,,,1610612750,26,15,2026-01-23T01:31:14Z,1330000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M06.00S,2026-01-23T01:30:37.8Z,1,REGULAR,substitution,in,[],1642866,,,1610612750,26,15,2026-01-23T01:31:14Z,1340000,False,,,0,,SUB in: J. Beringer,[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M56.00S,2026-01-23T01:31:29.6Z,1,REGULAR,2pt,Jump Shot,[],201144,88.25558475689881,31.61764705882353,1610612750,26,15,2026-01-23T01:31:33Z,1350000,False,-92.0,58.0,1,right,MISS M. Conley 10' driving floating Shot - blocked,"[201144, 1630245]",1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,Mid-Range,8-16 Left,10.86,Missed,,,,,,,,,,,,,,,,,Dosunmu,1630245.0
136,PT02M56.00S,2026-01-23T01:31:29.6Z,1,REGULAR,block,,[],1630245,,,1610612750,26,15,2026-01-23T01:31:31Z,1360000,False,,,0,,A. Dosunmu BLOCK (1 BLK),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
137,PT02M54.00S,2026-01-23T01:31:31.6Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,26,15,2026-01-23T01:31:33Z,1370000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,135.0,1.0,1.0,0.0,,
138,PT02M50.00S,2026-01-23T01:31:35.6Z,1,REGULAR,turnover,lost ball,[],1630200,,,1610612741,26,15,2026-01-23T01:38:10Z,1380000,False,,,0,,T. Jones lost ball TURNOVER (1 TO),"[1630200, 1630538]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,1.0,Hyland,1630538.0,,,,,,,,,,,,,,
139,PT02M50.00S,2026-01-23T01:31:35.6Z,1,REGULAR,steal,,[],1630538,,,1610612750,26,15,2026-01-23T01:38:10Z,1390000,False,,,0,,B. Hyland STEAL (1 STL),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
140,PT02M44.00S,2026-01-23T01:31:41.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201144,94.56307490144546,95.34313725490196,1610612750,26,15,2026-01-23T01:31:47Z,1400000,False,227.0,-1.0,1,right,MISS M. Conley running 3PT,[201144],1610612750.0,MIN,running,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
141,PT02M41.00S,2026-01-23T01:31:44.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,26,15,2026-01-23T01:32:15Z,1410000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,140.0,2.0,2.0,0.0,,
142,PT02M33.00S,2026-01-23T01:31:53.1Z,1,REGULAR,3pt,Jump Shot,[],1630581,22.07621550591327,12.768075980392158,1610612741,26,15,2026-01-23T01:32:04Z,1420000,False,186.0,155.0,1,left,MISS J. Giddey 24' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,24.23,Missed,,,,,,,,,,,,,,,,,,
143,PT02M31.00S,2026-01-23T01:31:55.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,26,15,2026-01-23T01:32:04Z,1430000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,142.0,,,,,
145,PT02M31.00S,2026-01-23T01:31:58.9Z,1,REGULAR,substitution,out,[],1630245,,,1610612750,26,15,2026-01-23T01:32:08Z,1450000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M31.00S,2026-01-23T01:31:58.9Z,1,REGULAR,substitution,in,[],1628989,,,1610612750,26,15,2026-01-23T01:32:08Z,1460000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M18.00S,2026-01-23T01:32:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,91.14651773981603,57.107843137254896,1610612750,26,15,2026-01-23T01:32:27Z,1470000,False,36.0,31.0,1,right,MISS J. McDaniels driving Layup,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,,,,
148,PT02M16.00S,2026-01-23T01:32:24.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,26,15,2026-01-23T01:32:27Z,1480000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,147.0,1.0,1.0,0.0,,
149,PT02M06.00S,2026-01-23T01:32:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,8.09789750328515,63.725490196078425,1610612741,26,17,2026-01-23T01:32:41Z,1490000,False,-69.0,24.0,1,left,J. Giddey 7' floating Jump Shot (4 PTS) (T. Jones 2 AST),"[1630581, 1630200]",1610612741.0,CHI,floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,7.25,Made,4.0,,,,T. Jones,1630200.0,2.0,,,,,,,,,,,
151,PT01M46.00S,2026-01-23T01:32:55.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,92.19776609724047,51.225490196078425,1610612750,26,17,2026-01-23T01:33:08Z,1510000,False,6.0,21.0,1,right,MISS J. McDaniels driving finger roll Layup,[1630183],1610612750.0,MIN,driving finger roll,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
152,PT01M45.00S,2026-01-23T01:32:56.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,26,17,2026-01-23T01:33:08Z,1520000,False,,,0,,N. Vučević REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,151.0,3.0,3.0,0.0,,
153,PT01M44.00S,2026-01-23T01:33:02.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612741,26,17,2026-01-23T01:33:07Z,1530000,False,,,0,,J. McDaniels personal FOUL (1 PF) (Vučević 2 FT),"[1630183, 202696]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1201.0,1.0,0.0,Vučević,202696.0,,,,,,
